brd_label_brand,category_label,dsm_code,product_nature_label,product_code,model_r3,start_at,end_at,life_time,start_year_at
DOMYOS,CLOTHING,10008,SHORTS,107044,8297298,2014-02-02,2016-04-10,798,2016
NABAIJI,CLOTHING,3651,SWIMMING COSTUME,104544,8306629,2014-03-30,2015-07-26,483,2015
DOMYOS,CLOTHING,X8200905,T-SHIRT,101164,8200905,2012-02-12,2013-07-14,518,2013
KALENJI,CLOTHING,2249,WINDBREAKER,103299,8236891,2013-05-05,2018-01-21,1722,2018
KIPSTA,CLOTHING,X8241731,SHORTS,72956,8241731,2012-11-11,2015-09-06,1029,2015
QUECHUA,CLOTHING,X8284710,JACKET,106906,8284710,2013-08-18,2015-02-01,532,2015
QUECHUA,FOOTWEAR,106506,SHOES,109847,8383778,2017-01-08,2019-09-22,987,2019
QUECHUA,CLOTHING,X8087674,TROUSERS,57852,8087674,2012-01-01,2014-03-30,819,2014
KIPSTA,CLOTHING,X8150666,T-SHIRT,59772,8150666,2012-01-01,2012-12-09,343,2012
TRIBORD,CLOTHING,9935,BIKINI,100640,8301353,2014-03-09,2016-03-13,735,2016
KALENJI,CLOTHING,115847,T-SHIRT,110679,8379293,2017-02-12,2019-02-24,742,2019
KALENJI,CLOTHING,152553,TANK,121261,8521008,2019-02-17,2020-02-23,371,2020
DOMYOS,CLOTHING,112986,BRA,110216,8326349,2015-01-18,2016-06-19,518,2016
WEDZE,CLOTHING,9353,TROUSERS,106697,8315763,2014-09-21,2016-12-25,826,2016
OLAIAN,CLOTHING,168095,BIKINI TOP,124233,8403517,2018-03-11,2021-07-25,1232,2021
ARTENGO,CLOTHING,300194,SHORT-SLEEVED POLO SHIRT,300194,8390962,2018-02-11,2020-05-24,833,2020
OLAIAN,CLOTHING,109565,BIKINI,109630,8486610,2018-02-25,2019-08-11,532,2019
QUECHUA,CLOTHING,X8170425,TROUSERS,65349,8170425,2012-01-01,2014-08-17,959,2014
ROCKRIDER,FOOTWEAR,300968,SHOES,300968,8500161,2018-04-08,2021-01-24,1022,2021
WEDZE,CLOTHING,7062,DOWN JACKET,104392,8281843,2013-09-29,2015-11-01,763,2015
STAREVER,CLOTHING,311174,TANK,311174,8574433,2020-08-30,2021-07-18,322,2021
TRIBORD,CLOTHING,14328,SWIMSUIT,109186,8305913,2014-02-23,2016-05-29,826,2016
QUECHUA,CLOTHING,4312,BERMUDA SHORTS,103620,8329923,2015-01-18,2016-06-19,518,2016
BTWIN,CLOTHING,144794,DOWN JACKET,116368,8343771,2015-09-27,2018-11-18,1148,2018
BTWIN,CLOTHING,X8282709,LONGJOHNS,69049,8282709,2013-09-08,2014-11-09,427,2014
KALENJI,CLOTHING,2205,T-SHIRT,104684,8325667,2015-01-11,2016-05-22,497,2016
TRIBORD,CLOTHING,X8168004,LONG-SLEEVED T-SHIRT,73433,8168004,2012-02-19,2016-10-02,1687,2016
ARTENGO,CLOTHING,156714,DRESS,121886,8372767,2017-02-19,2020-07-05,1232,2020
ROCKRIDER,CLOTHING,193432,JACKET,130581,8501623,2018-09-16,2020-05-10,602,2020
TRIBORD,CLOTHING,10363,BIKINI BOTTOM,107226,8305702,2014-03-02,2015-08-09,525,2015
NABAIJI,CLOTHING,3654,SWIM TOP,104546,8306608,2014-03-30,2015-02-15,322,2015
WEDZE,CLOTHING,147704,TROUSERS,117637,8398700,2017-10-22,2019-12-15,784,2019
QUECHUA,CLOTHING,4867,JACKET,104815,8284770,2013-12-22,2016-02-07,777,2016
WEDZE,CLOTHING,112065,JACKET,110023,8371667,2016-10-02,2018-02-04,490,2018
TRIBORD,CLOTHING,X8165512,SURF SHORTY WETSUIT,74349,8165512,2012-03-11,2015-06-21,1197,2015
DOMYOS,CLOTHING,8910,TANK,103605,8326025,2015-01-25,2016-04-03,434,2016
KALENJI,CLOTHING,X8221605,LONG-SLEEVED T-SHIRT,102519,8221605,2012-09-02,2014-06-22,658,2014
BTWIN,CLOTHING,13686,JACKET,108796,8315066,2014-09-07,2015-09-27,385,2015
KIPSTA,CLOTHING,129805,BASE LAYER,113711,8341410,2015-10-04,2017-01-15,469,2017
KIPSTA,FOOTWEAR,145772,SHOES,117040,8366390,2016-06-26,2019-07-28,1127,2019
QUECHUA,CLOTHING,11528,TROUSERS,107887,8319083,2014-08-03,2015-12-27,511,2015
KIPSTA,CLOTHING,X8181745,TANK,76477,8181745,2012-01-01,2014-06-15,896,2014
QUECHUA,CLOTHING,X8188839,LONG-SLEEVED T-SHIRT,100817,8188839,2012-01-01,2013-09-01,609,2013
TRIBORD,CLOTHING,6148,FLEECE,102294,8367819,2016-07-31,2017-11-12,469,2017
QUECHUA,CLOTHING,X8216815,T-SHIRT,101967,8216815,2012-06-03,2012-08-12,70,2012
SOLOGNAC,CLOTHING,9613,SHORT-SLEEVED SHIRT,106864,8297811,2014-03-16,2015-08-09,511,2015
DOMYOS,CLOTHING,150772,SHORTS,120900,8518765,2018-07-08,2019-04-14,280,2019
INESIS,CLOTHING,X8299673,SHORT-SLEEVED POLO SHIRT,79934,8299673,2014-02-02,2016-05-01,819,2016
QUECHUA,CLOTHING,6581,TROUSERS,61794,8010075,2012-01-01,2017-04-30,1946,2017
TARMAK,CLOTHING,7343,TRACKSUIT,103974,8310664,2014-08-10,2015-11-15,462,2015
DOMYOS,CLOTHING,302135,T-SHIRT,302135,8525679,2018-06-17,2019-10-27,497,2019
DOMYOS,CLOTHING,174971,T-SHIRT,127101,8504352,2018-06-24,2019-05-19,329,2019
KALENJI,CLOTHING,X8164063,SOCKS,70547,8164063,2012-01-01,2013-09-01,609,2013
TRIBORD,CLOTHING,X8241705,BOARDSHORTS,100498,8241705,2013-03-17,2015-06-28,833,2015
KALENJI,CLOTHING,2239,PADDED CYCLING SHORTS,103608,8296816,2014-01-26,2015-07-12,532,2015
SIMOND,FOOTWEAR,15633,BOOTS,111397,8324357,2014-12-07,2021-11-07,2527,2021
DOMYOS,CLOTHING,112354,JACKET,110102,8326515,2014-12-28,2015-11-22,329,2015
DOMYOS,CLOTHING,X8167598,TANK,68040,8167598,2012-01-01,2013-08-11,588,2013
KIPSTA,CLOTHING,X8205279,SHORTS,100748,8205279,2012-03-18,2013-05-12,420,2013
QUECHUA,CLOTHING,13785,T-SHIRT,100728,8301627,2014-04-27,2016-06-26,791,2016
DOMYOS,CLOTHING,303741,T-SHIRT,303728,8516227,2019-02-17,2021-09-19,945,2021
KIPSTA,CLOTHING,X8174648,T-SHIRT,62869,8174648,2012-01-08,2012-05-27,140,2012
DOMYOS,CLOTHING,9743,SUIT,106942,8296227,2014-01-26,2018-01-21,1456,2018
DOMYOS,CLOTHING,113845,T-SHIRT,110321,8350561,2015-12-27,2019-03-17,1176,2019
DOMYOS,CLOTHING,172600,T-SHIRT,126411,8393830,2017-06-18,2018-04-15,301,2018
DOMYOS,CLOTHING,300623,T-SHIRT,300623,8404081,2019-03-10,2019-09-08,182,2019
QUECHUA,CLOTHING,X8226641,FLEECE,102618,8226641,2012-09-30,2013-10-27,392,2013
ARTENGO,CLOTHING,7728,SOCKS,107278,8324401,2015-01-11,2017-02-05,756,2017
DOMYOS,CLOTHING,9891,TROUSERS,103411,8239166,2013-02-03,2015-01-11,707,2015
NABAIJI,CLOTHING,X8216034,SWIMMING COSTUME,75813,8216034,2012-05-20,2013-10-27,525,2013
DOMYOS,CLOTHING,191221,SWEATSHIRT,122031,8539082,2019-07-21,2020-09-13,420,2020
FOUGANZA,CLOTHING,177012,BREECHES,127384,8485628,2019-05-26,2021-11-21,910,2021
DOMYOS,CLOTHING,300595,LEGGING 7/8,300595,8548973,2019-06-23,2021-03-21,637,2021
QUECHUA,CLOTHING,5183,SHORTS,103871,8241124,2013-03-10,2014-08-31,539,2014
DOMYOS,CLOTHING,15740,LONGJOHNS,103383,8327239,2014-09-28,2015-01-11,105,2015
NEWFEEL,FOOTWEAR,12236,SHOES,74609,8327764,2015-03-15,2016-06-12,455,2016
WEDZE,CLOTHING,X8343073,BASE LAYER,105327,8343073,2015-09-06,2017-02-26,539,2017
QUECHUA,CLOTHING,5251,TROUSERS,100822,8300273,2014-02-16,2019-06-30,1960,2019
KIPSTA,FOOTWEAR,106145,SHOES,112113,8339531,2015-07-12,2018-04-29,1022,2018
DOMYOS,CLOTHING,302869,TANK,302869,8510249,2019-01-06,2019-09-22,259,2019
KIPRUN,CLOTHING,179811,T-SHIRT,127806,8488880,2017-12-31,2019-04-14,469,2019
QUECHUA,CLOTHING,4406,TROUSERS,100167,8298954,2014-02-23,2016-06-12,840,2016
DOMYOS,CLOTHING,X8210636,TANK,102664,8210636,2012-02-19,2013-03-24,399,2013
OLAIAN,CLOTHING,303613,BOARDSHORTS,303613,8552713,2018-12-09,2020-10-11,672,2020
QUECHUA,CLOTHING,X8204415,TROUSERS,101975,8204415,2012-03-18,2014-06-22,826,2014
TRIBORD,CLOTHING,X8202977,BOARDSHORTS,100487,8202977,2012-03-25,2013-07-21,483,2013
TRIBORD,FOOTWEAR,2087,FLIP-FLOPS,50653,8341258,2015-03-01,2016-06-19,476,2016
KIPSTA,CLOTHING,169264,SHORTS,124893,8380720,2016-10-30,2018-09-09,679,2018
TRIBORD,CLOTHING,9929,BIKINI,62502,8301320,2014-03-02,2015-06-28,483,2015
DOMYOS,CLOTHING,X8238528,TANK,100416,8238528,2013-01-06,2015-02-22,777,2015
ARTENGO,FOOTWEAR,3386,SHOES,88167,8297234,2014-01-26,2017-08-20,1302,2017
OXELO,FOOTWEAR,15426,SHOES,90109,8352817,2016-05-01,2021-04-04,1799,2021
TRIBORD,CLOTHING,303163,NECK WARMER,303163,8550272,2019-08-11,2021-11-14,826,2021
ALLSIX,CLOTHING,149091,TROUSERS,120132,8408324,2018-08-12,2020-10-18,798,2020
KALENJI,CLOTHING,1489,TANK,104635,8296523,2014-01-19,2015-06-07,504,2015
KALENJI,CLOTHING,115845,WINDBREAKER,110677,8488876,2018-04-15,2020-05-10,756,2020
TRIBORD,CLOTHING,11508,JACKET,69605,8152488,2012-01-01,2015-12-06,1435,2015
TRIBORD,CLOTHING,X8240195,BOARDSHORTS,74026,8240195,2013-03-31,2016-04-10,1106,2016
KALENJI,FOOTWEAR,15817,SHOES,82724,8279250,2013-08-04,2016-01-10,889,2016
TRIBORD,CLOTHING,122685,JACKET,112938,8344152,2015-08-09,2017-02-19,560,2017
QUECHUA,CLOTHING,121931,JACKET,112805,8343862,2015-09-13,2018-10-07,1120,2018
KIPSTA,CLOTHING,X8295625,T-SHIRT,106306,8295625,2013-11-10,2014-12-21,406,2014
QUECHUA,CLOTHING,110407,DOWN JACKET,109706,8397272,2017-08-27,2018-10-14,413,2018
QUECHUA,FOOTWEAR,9529,SANDALS,41948,8169410,2012-01-29,2015-08-02,1281,2015
WEDZE,CLOTHING,8131,LONGJOHNS,100518,8187230,2012-01-01,2016-10-09,1743,2016
WEDZE,CLOTHING,302400,DOWN JACKET,302400,8504473,2018-09-23,2020-11-08,777,2020
DOMYOS,CLOTHING,8599,CROPPED LEGGINGS,106524,8298514,2014-03-02,2015-03-08,371,2015
DOMYOS,CLOTHING,X8184253,SWEATSHIRT,100390,8184253,2012-01-08,2013-12-29,721,2013
KALENJI,CLOTHING,101089,SHORTS,107725,8350918,2016-02-07,2017-03-26,413,2017
DOMYOS,CLOTHING,177823,SWEATSHIRT,127525,8392806,2017-04-02,2017-11-05,217,2017
QUECHUA,CLOTHING,15939,LEGGINGS,102229,8288488,2013-10-06,2016-12-11,1162,2016
KALENJI,FOOTWEAR,1446,SHOES,86299,8297191,2014-02-09,2015-03-22,406,2015
DOMYOS,CLOTHING,X8271769,TROUSERS,104343,8271769,2013-02-17,2013-09-08,203,2013
KALENJI,CLOTHING,101120,T-SHIRT,108593,8351815,2016-02-28,2017-07-30,518,2017
ATORKA,CLOTHING,184743,SHORT-SLEEVE JERSEY,128365,8407993,2018-08-19,2021-09-19,1127,2021
DOMYOS,CLOTHING,173300,SWEATSHIRT,126802,8483939,2017-12-24,2020-07-19,938,2020
DOMYOS,CLOTHING,X8201446,TRACKSUIT,101229,8201446,2012-02-05,2013-12-29,693,2013
FOUGANZA,CLOTHING,X8218830,LONG-SLEEVED POLO SHIRT,101251,8218830,2012-09-02,2013-08-25,357,2013
TRIBORD,CLOTHING,6150,LONG-SLEEVED T-SHIRT,69588,8356350,2016-03-13,2017-07-16,490,2017
TARMAK,CLOTHING,185333,SOCKS,128428,8511008,2018-07-15,2020-10-18,826,2020
KIPSTA,CLOTHING,307940,SOCKS,307940,8561216,2019-08-18,2021-07-04,686,2021
NABAIJI,CLOTHING,15280,SWIMMING COSTUME,104547,8270651,2013-04-14,2015-11-08,938,2015
SUBEA,FOOTWEAR,2653,AQUASHOES,80471,8302106,2014-03-02,2016-03-06,735,2016
DOMYOS,CLOTHING,159698,TRACKSUIT,122426,8490447,2018-06-17,2019-09-08,448,2019
TRIBORD,CLOTHING,10423,SWIMMING TRUNKS,107256,8356430,2016-03-20,2017-05-07,413,2017
DOMYOS,CLOTHING,302891,T-SHIRT,302891,8510256,2018-12-30,2020-06-14,532,2020
TRIBORD,CLOTHING,164377,BIKINI,123341,8380992,2017-02-19,2018-07-15,511,2018
FOUGANZA,CLOTHING,160977,SOCKS,122642,8393129,2017-10-15,2019-09-29,714,2019
TRIBORD,CLOTHING,11509,SLEEVELESS JACKET,107877,8367773,2016-08-07,2018-10-21,805,2018
BTWIN,CLOTHING,13133,CYCLING SHORTS,108537,8381757,2017-02-12,2019-03-31,777,2019
TRIBORD,CLOTHING,173080,LONG-SLEEVED T-SHIRT,126738,8548479,2019-03-03,2020-10-11,588,2020
SIMOND,CLOTHING,8139,TROUSERS,104130,8274035,2014-02-16,2018-04-01,1505,2018
QUECHUA,CLOTHING,5742,T-SHIRT,105836,8297745,2014-02-09,2015-06-14,490,2015
NYAMBA,CLOTHING,142446,TROUSERS,115097,8367332,2016-06-19,2019-04-14,1029,2019
DOMYOS,CLOTHING,8515,CROPPED LEGGINGS,103486,8298559,2013-12-29,2015-02-08,406,2015
KIPSTA,CLOTHING,15084,JACKET,106701,8319283,2014-12-07,2018-09-02,1365,2018
TRIBORD,CLOTHING,X8222222,JACKET,73288,8222222,2012-09-23,2013-09-22,364,2013
TRIBORD,CLOTHING,114467,BOARDSHORTS,107236,8331596,2015-02-22,2016-03-27,399,2016
WEDZE,CLOTHING,X8187730,SLEEVELESS JACKET,100049,8187730,2012-01-01,2014-11-23,1057,2014
KALENJI,CLOTHING,X8280386,LONG-SLEEVED T-SHIRT,100116,8280386,2013-08-11,2014-12-21,497,2014
FOUGANZA,CLOTHING,14736,SHORT-SLEEVED POLO SHIRT,109682,8310556,2014-04-06,2016-12-04,973,2016
QUECHUA,CLOTHING,12095,SLEEVELESS JACKET,108134,8317743,2014-09-07,2015-03-22,196,2015
KALENJI,FOOTWEAR,X8324645,SHOES,108585,8324645,2014-12-21,2016-11-06,686,2016
DOMYOS,CLOTHING,303753,T-SHIRT,303753,8516253,2019-02-10,2019-12-22,315,2019
QUECHUA,CLOTHING,5197,T-SHIRT,101967,8297631,2014-02-09,2015-08-23,560,2015
TRIBORD,CLOTHING,9918,SWIMMING COSTUME,60398,8301279,2014-03-02,2017-11-19,1358,2017
ARTENGO,FOOTWEAR,10842,SHOES,87943,8324780,2014-12-21,2016-07-31,588,2016
DOMYOS,CLOTHING,143895,T-SHIRT,116050,8352004,2016-01-17,2016-09-11,238,2016
DOMYOS,CLOTHING,307532,T-SHIRT,307532,8552865,2018-12-30,2021-06-20,903,2021
QUECHUA,CLOTHING,X8208165,WINDBREAKER,80055,8208165,2012-03-04,2013-09-08,553,2013
DOMYOS,CLOTHING,X8217540,TROUSERS,102383,8217540,2012-07-01,2013-12-29,546,2013
ARTENGO,CLOTHING,2148,SHORT-SLEEVED POLO SHIRT,101458,8217301,2012-06-24,2015-09-27,1190,2015
DOMYOS,CLOTHING,8097,TRACKSUIT,103735,8279552,2013-07-07,2015-10-04,819,2015
FOUGANZA,CLOTHING,176931,BREECHES,127373,8485857,2018-03-18,2021-05-30,1169,2021
DOMYOS,CLOTHING,X8201225,JACKET,101298,8201225,2012-02-19,2013-06-30,497,2013
DOMYOS,CLOTHING,13724,SHORTS,108820,8327045,2014-12-14,2015-08-09,238,2015
DOMYOS,CLOTHING,X8297346,SPORTS BRA,103484,8297346,2013-09-22,2015-02-08,504,2015
DOMYOS,CLOTHING,14831,SWEATSHIRT,109840,8310499,2014-02-23,2014-11-30,280,2014
TRIBORD,CLOTHING,6155,LONG-SLEEVED T-SHIRT,105937,8330414,2015-02-22,2016-02-28,371,2016
DOMYOS,CLOTHING,161159,SHORTS,122681,8381266,2017-01-01,2018-07-22,567,2018
KIPSTA,CLOTHING,169216,BASE LAYER,124845,8394143,2017-07-09,2021-10-10,1554,2021
DOMYOS,CLOTHING,8304,WRAP-AROUND TOP,20096,8185149,2012-01-01,2015-10-18,1386,2015
FOUGANZA,CLOTHING,145376,BREECHES,116807,8383931,2017-04-16,2019-09-29,896,2019
QUECHUA,CLOTHING,13905,TROUSERS,108916,8317929,2014-08-17,2015-04-26,252,2015
DOMYOS,CLOTHING,X8193275,SWEATSHIRT,101005,8193275,2012-01-01,2012-09-23,266,2012
DOMYOS,CLOTHING,X8218262,SWEATSHIRT,102220,8218262,2012-09-02,2013-10-27,420,2013
SOLOGNAC,CLOTHING,10134,LONGJOHNS,104431,8281349,2013-09-01,2017-01-01,1218,2017
TRIBAN,CLOTHING,120018,PADDED CYCLING SHORTS,112472,8402876,2018-02-11,2019-06-02,476,2019
TRIBORD,CLOTHING,10339,2 PIECES SWIMSUIT,107210,8331416,2015-02-22,2017-06-18,847,2017
OLAIAN,CLOTHING,304635,TOP,304635,8521757,2019-02-24,2020-10-25,609,2020
NEWFEEL,FOOTWEAR,2575,SHOES,83659,8240226,2013-03-03,2015-02-22,721,2015
QUECHUA,CLOTHING,153471,T-SHIRT,121356,8383251,2017-03-05,2019-08-11,889,2019
TRIBORD,CLOTHING,9922,BIKINI,100641,8301261,2014-02-23,2020-07-05,2324,2020
QUECHUA,CLOTHING,5332,JACKET,102533,8207364,2012-02-26,2013-10-20,602,2013
QUECHUA,CLOTHING,4809,FLEECE,102618,8226637,2012-07-22,2016-12-25,1617,2016
DOMYOS,CLOTHING,14895,TOP,110031,8322815,2014-09-28,2015-07-19,294,2015
DOMYOS,FOOTWEAR,8877,SHOES,88072,8296978,2014-01-19,2015-12-13,693,2015
DOMYOS,CLOTHING,12624,LEGGINGS,108357,8312059,2014-06-29,2016-01-31,581,2016
QUECHUA,CLOTHING,125445,DOWN JACKET,113490,8344215,2015-07-26,2016-09-11,413,2016
QUECHUA,CLOTHING,X8156972,FLEECE,70078,8156972,2012-01-01,2013-10-06,644,2013
TRIBORD,CLOTHING,X8169265,BOARDSHORTS,47660,8169265,2012-01-08,2013-08-25,595,2013
KALENJI,CLOTHING,149199,SOCKS,120192,8351310,2016-01-03,2017-06-04,518,2017
QUECHUA,CLOTHING,156172,T-SHIRT,121769,8530005,2019-03-17,2021-09-26,924,2021
KIMJALY,CLOTHING,186531,LONG-SLEEVED T-SHIRT,129570,8484783,2018-08-26,2020-01-19,511,2020
TRIBORD,CLOTHING,X8203707,2 PIECES SWIMSUIT,75240,8203707,2012-03-04,2013-07-21,504,2013
DOMYOS,CLOTHING,X8219341,TRACKSUIT,102393,8219341,2012-07-15,2013-02-03,203,2013
TRIBORD,CLOTHING,120828,SWIMMING TRUNKS,112642,8356277,2016-03-13,2017-07-30,504,2017
BTWIN,CLOTHING,13686,JACKET,108796,8315064,2014-08-10,2015-12-06,483,2015
OLAIAN,CLOTHING,114347,SWIMMING COSTUME,110426,8405364,2018-03-11,2019-09-08,546,2019
TRIBORD,CLOTHING,X8126267,JACKET,66715,8126267,2012-02-19,2014-01-19,700,2014
DOMYOS,CLOTHING,X8245284,TROUSERS,105287,8245284,2012-11-11,2013-09-29,322,2013
KALENJI,FOOTWEAR,9900,SHOES,78482,8276274,2013-06-30,2015-05-03,672,2015
KIPSTA,CLOTHING,7339,TROUSERS,105253,8280050,2013-08-25,2017-05-28,1372,2017
TARMAK,CLOTHING,5604,T-SHIRT,105788,8350620,2016-04-17,2017-08-20,490,2017
QUECHUA,CLOTHING,5742,T-SHIRT,105836,8330037,2015-02-22,2016-06-05,469,2016
SOLOGNAC,CLOTHING,136025,TROUSERS,114076,8339281,2015-09-20,2020-01-05,1568,2020
FOUGANZA,CLOTHING,123373,LONG-SLEEVED POLO SHIRT,113238,8365331,2016-07-10,2017-11-19,497,2017
ARTENGO,CLOTHING,105792,TROUSERS,110689,8342668,2015-08-30,2017-01-22,511,2017
FORCLAZ,CLOTHING,5173,LONG-SLEEVED T-SHIRT,104540,8504631,2018-08-05,2021-04-18,987,2021
DOMYOS,CLOTHING,X8167335,CROPPED LEGGINGS,75508,8167335,2012-01-29,2012-08-12,196,2012
DOMYOS,CLOTHING,X8167554,SHORT-SLEEVED POLO SHIRT,74547,8167554,2012-01-01,2013-07-07,553,2013
DOMYOS,CLOTHING,X8240389,JACKET,103403,8240389,2013-01-13,2013-12-29,350,2013
ARTENGO,CLOTHING,147404,JACKET,117471,8374395,2018-08-12,2020-09-13,763,2020
DOMYOS,FOOTWEAR,11210,SHOES,73356,8168862,2012-01-01,2015-07-05,1281,2015
OLAIAN,FOOTWEAR,149332,FLIP-FLOPS,120237,8386455,2017-02-19,2018-12-30,679,2018
QUECHUA,FOOTWEAR,135945,SHOES,114071,8397805,2017-09-17,2020-11-08,1148,2020
TRIBAN,CLOTHING,307288,SHORT-SLEEVE JERSEY,307288,8543985,2019-03-17,2020-07-12,483,2020
QUECHUA,CLOTHING,15606,JACKET,102588,8246311,2013-03-24,2015-08-30,889,2015
TRIBORD,CLOTHING,X8138402,2 PIECES SWIMSUIT,72586,8138402,2012-01-08,2014-06-22,896,2014
OLAIAN,CLOTHING,143310,BIKINI TOP,115423,8521885,2019-02-17,2021-09-05,931,2021
TRIBORD,CLOTHING,X8172064,BOARDSHORTS,57383,8172064,2012-01-08,2013-07-21,560,2013
INESIS,CLOTHING,14447,PULLOVER,105127,8285485,2013-09-15,2014-12-07,448,2014
QUECHUA,CLOTHING,172235,LONG-SLEEVED SHIRT,126272,8493005,2019-04-28,2021-05-23,756,2021
VAN RYSEL,CLOTHING,4615,SOCKS,101536,8500490,2018-02-04,2019-09-01,574,2019
TARMAK,CLOTHING,114649,JACKET,110458,8521703,2019-03-17,2021-10-31,959,2021
NEWFEEL,FOOTWEAR,2287,SHOES,74795,8168309,2012-01-01,2015-03-29,1183,2015
QUECHUA,CLOTHING,X8203374,JACKET,100714,8203374,2012-03-25,2014-07-27,854,2014
KALENJI,CLOTHING,128965,T-SHIRT,104639,8296542,2014-02-09,2015-06-28,504,2015
QUECHUA,CLOTHING,172304,T-SHIRT,126308,8493414,2018-04-01,2020-09-20,903,2020
NEWFEEL,FOOTWEAR,X8279163,SHOES,84622,8279163,2013-08-04,2016-01-17,896,2016
KALENJI,CLOTHING,X8180227,WINDBREAKER,74111,8180227,2012-01-01,2013-09-29,637,2013
QUECHUA,FOOTWEAR,10847,SHOES,88176,8344344,2015-09-20,2016-11-27,434,2016
QUECHUA,CLOTHING,X8282828,LONG-SLEEVED SHIRT,100538,8282828,2013-07-28,2015-07-26,728,2015
TRIBORD,CLOTHING,X8240370,BOARDSHORTS,74026,8240370,2013-03-03,2015-07-12,861,2015
TARMAK,CLOTHING,14657,JACKET,103958,8319538,2014-10-05,2016-12-04,791,2016
KALENJI,CLOTHING,145982,T-SHIRT,117202,8488498,2018-06-03,2021-03-21,1022,2021
KALENJI,CLOTHING,1584,LONG-SLEEVED T-SHIRT,104633,8341451,2015-08-16,2016-09-11,392,2016
OXELO,CLOTHING,6047,SWEATSHIRT,105484,8297102,2013-11-03,2014-12-28,420,2014
KALENJI,FOOTWEAR,118679,SHOES,111297,8351473,2016-01-03,2018-01-07,735,2018
DOMYOS,CLOTHING,150653,JACKET,120826,8366976,2016-06-26,2017-10-01,462,2017
TRIBORD,CLOTHING,148746,TROUSERS,119884,8382915,2017-02-26,2019-03-03,735,2019
OXELO,FOOTWEAR,114888,SHOES,112345,8342689,2015-09-20,2016-12-25,462,2016
WEDZE,CLOTHING,10817,DOWN JACKET,107501,8315952,2014-10-05,2017-01-22,840,2017
QUECHUA,CLOTHING,108826,T-SHIRT,109505,8353508,2016-02-21,2018-03-25,763,2018
WEDZE,CLOTHING,142518,JACKET,115144,8370538,2016-10-02,2017-10-08,371,2017
QUECHUA,CLOTHING,5198,LONG-SLEEVED T-SHIRT,104650,8575918,2020-02-09,2021-09-05,574,2021
KIPSTA,CLOTHING,108305,SHORT-SLEEVE JERSEY,109256,8357685,2015-12-06,2017-04-23,504,2017
INESIS,CLOTHING,134345,WINDBREAKER,113974,8343006,2015-09-06,2021-01-10,1953,2021
SOLOGNAC,FOOTWEAR,164811,WELLIES,123420,8378315,2016-08-21,2019-08-04,1078,2019
DOMYOS,CLOTHING,14747,LONGJOHNS,109690,8311007,2014-03-16,2014-10-12,210,2014
DOMYOS,CLOTHING,141883,LONGJOHNS,114834,8352627,2016-01-31,2017-06-11,497,2017
BTWIN,CLOTHING,10208,PADDED CYCLING SHORTS,64379,8296133,2014-03-02,2015-04-12,406,2015
DOMYOS,CLOTHING,X8202675,SHORTS,100905,8202675,2012-02-19,2013-05-26,462,2013
TRIBORD,CLOTHING,X8243274,2 PIECES SWIMSUIT,103675,8243274,2013-03-03,2015-07-12,861,2015
KIPSTA,CLOTHING,165274,BASE LAYER,123504,8497002,2018-08-05,2021-01-10,889,2021
WEDZE,CLOTHING,194891,PULLOVER,115306,8398533,2017-09-17,2019-11-17,791,2019
KIPSTA,CLOTHING,X8089957,TANK,62259,8089957,2012-01-01,2013-09-22,630,2013
DOMYOS,CLOTHING,188912,CROPPED LEGGINGS,129926,8491023,2017-12-24,2018-09-02,252,2018
NABAIJI,CLOTHING,12207,SWIMMING COSTUME,102690,8402516,2018-02-18,2018-09-09,203,2018
DOMYOS,CLOTHING,X8174381,TANK,76237,8174381,2012-01-01,2013-04-14,469,2013
KALENJI,CLOTHING,165444,SHORTS,123554,8488047,2018-01-28,2019-04-21,448,2019
WEDZE,FOOTWEAR,X8225418,SHOES,81358,8225418,2012-11-25,2017-11-19,1820,2017
QUECHUA,CLOTHING,15530,DOWN JACKET,105821,8370599,2016-07-31,2017-12-31,518,2017
KIPRUN,CLOTHING,145819,SOCKS,117075,8382101,2017-01-01,2020-06-21,1267,2020
DOMYOS,CLOTHING,141787,SHORTS,114770,8351598,2016-01-10,2017-08-27,595,2017
KIPSTA,CLOTHING,141415,SOCKS,114484,8350129,2016-01-03,2018-09-09,980,2018
QUECHUA,FOOTWEAR,150640,SHOES,120813,8383978,2017-03-05,2019-06-30,847,2019
KALENJI,CLOTHING,X8165171,TANK,56266,8165171,2012-01-01,2013-06-23,539,2013
TRIBORD,CLOTHING,X8126271,JACKET,66715,8126271,2012-01-15,2014-02-09,756,2014
QUECHUA,CLOTHING,14735,OVER GLOVES,102545,8285604,2013-10-06,2016-11-20,1141,2016
KIMJALY,CLOTHING,181511,SPORTS BRA,128038,8525523,2019-01-20,2020-08-09,567,2020
NABAIJI,FOOTWEAR,3675,POOL CLOGS,60944,8545452,2019-03-31,2021-03-21,721,2021
DOMYOS,CLOTHING,112196,T-SHIRT,109014,8325261,2015-03-29,2015-08-02,126,2015
TRIBORD,CLOTHING,169775,LONG-SLEEVED T-SHIRT,125184,8485139,2018-03-25,2021-08-08,1232,2021
DOMYOS,CLOTHING,150761,LEGGINGS,120889,8366533,2016-07-17,2017-01-22,189,2017
DOMYOS,CLOTHING,8264,TANK,103424,8238527,2013-02-17,2015-04-19,791,2015
